city,state,median_age,male_population,female_population,total_population,state_code
Silver Spring,Maryland,33.8,40601.0,41862.0,82463,MD
Quincy,Massachusetts,41.0,44129.0,49500.0,93629,MA
Hoover,Alabama,38.5,38040.0,46799.0,84839,AL
Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,CA
Newark,New Jersey,34.6,138040.0,143873.0,281913,NJ
Peoria,Illinois,33.1,56229.0,62432.0,118661,IL
Avondale,Arizona,29.1,38712.0,41971.0,80683,AZ
West Covina,California,39.8,51629.0,56860.0,108489,CA
O'Fallon,Missouri,36.0,41762.0,43270.0,85032,MO
High Point,North Carolina,35.5,51751.0,58077.0,109828,NC
Folsom,California,40.9,41051.0,35317.0,76368,CA
Folsom,California,40.9,41051.0,35317.0,76368,CA
Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,PA
Wichita,Kansas,34.6,192354.0,197601.0,389955,KS
Wichita,Kansas,34.6,192354.0,197601.0,389955,KS
Fort Myers,Florida,37.3,36850.0,37165.0,74015,FL
Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,PA
Laredo,Texas,28.8,124305.0,131484.0,255789,TX
Berkeley,California,32.5,60142.0,60829.0,120971,CA
Santa Clara,California,35.2,63278.0,62938.0,126216,CA
Allen,Pennsylvania,33.5,60626.0,59581.0,120207,PA
Hampton,Virginia,35.5,66214.0,70240.0,136454,VA
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,IL
Frederick,Maryland,36.1,33146.0,36336.0,69482,MD
Sparks,Nevada,36.1,47780.0,48318.0,96098,NV
Rancho Cordova,California,33.8,34844.0,36182.0,71026,CA
Westminster,Colorado,37.8,54866.0,58251.0,113117,CO
Lakewood,Colorado,37.7,76013.0,76576.0,152589,CO
Flint,Michigan,35.3,48984.0,49313.0,98297,MI
New Haven,Connecticut,29.9,63765.0,66545.0,130310,CT
Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,MN
Chula Vista,California,34.6,131485.0,134269.0,265754,CA
Danbury,Connecticut,37.3,43435.0,41227.0,84662,CT
Framingham,Massachusetts,40.3,35442.0,35768.0,71210,MA
Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,FL
Miami Gardens,Florida,34.9,50719.0,62480.0,113199,FL
Salt Lake City,Utah,32.1,98364.0,94296.0,192660,UT
Suffolk,Virginia,38.2,43048.0,45113.0,88161,VA
North Little Rock,Arkansas,33.6,31671.0,34835.0,66506,AR
Jurupa Valley,California,33.8,49430.0,50884.0,100314,CA
Los Angeles,California,35.0,1958998.0,2012898.0,3971896,CA
Flower Mound,Texas,40.2,35200.0,35824.0,71024,TX
Vacaville,California,35.8,50091.0,46703.0,96794,CA
Clarksville,Tennessee,29.7,75029.0,74161.0,149190,TN
New Britain,Connecticut,33.4,37350.0,35459.0,72809,CT
Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,OK
Seattle,Washington,35.5,345659.0,338784.0,684443,WA
Mesa,Arizona,36.9,234998.0,236835.0,471833,AZ
Yonkers,New York,38.0,96580.0,104538.0,201118,NY
Camden,New Jersey,27.9,36437.0,39694.0,76131,NJ
Alexandria,Virginia,36.6,74989.0,78522.0,153511,VA
Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,AR
El Monte,California,37.3,57961.0,58784.0,116745,CA
Roswell,Georgia,38.8,48637.0,45859.0,94496,GA
Omaha,Nebraska,34.2,218789.0,225098.0,443887,NE
Omaha,Nebraska,34.2,218789.0,225098.0,443887,NE
Troy,Michigan,43.3,42371.0,40905.0,83276,MI
Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,NC
Corpus Christi,Texas,35.0,160488.0,163594.0,324082,TX
Atlanta,Georgia,33.8,223960.0,239915.0,463875,GA
Bryan,Texas,29.4,41761.0,40345.0,82106,TX
Lynchburg,Virginia,28.7,38614.0,41198.0,79812,VA
Columbia,Maryland,37.9,52202.0,51265.0,103467,MD
Killeen,Texas,29.2,69442.0,71367.0,140809,TX
Nashville,Tennessee,34.1,314231.0,340365.0,654596,TN
Somerville,Massachusetts,31.0,41028.0,39306.0,80334,MA
Bakersfield,California,30.6,182154.0,191473.0,373627,CA
Montgomery,Alabama,35.4,94582.0,106004.0,200586,AL
Huntsville,Alabama,38.1,91764.0,97350.0,189114,AL
Greensboro,North Carolina,35.5,132251.0,153093.0,285344,NC
Turlock,California,36.2,33190.0,39103.0,72293,CA
Lynwood,California,29.4,35634.0,36371.0,72005,CA
El Paso,Texas,33.1,332797.0,348339.0,681136,TX
Lexington-Fayette  county,Kentucky,34.4,154032.0,160456.0,314488,KY
Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,SC
Richardson,Texas,35.5,54676.0,56151.0,110827,TX
Waco,Texas,29.3,63452.0,68890.0,132342,TX
Waco,Texas,29.3,63452.0,68890.0,132342,TX
San Buenaventura,California,37.7,53932.0,55785.0,109717,CA
Stamford,Connecticut,35.4,64941.0,63936.0,128877,CT
Vallejo,California,37.8,58379.0,62890.0,121269,CA
Denver,Colorado,34.1,341137.0,341408.0,682545,CO
Springdale,Arkansas,31.8,36840.0,43614.0,80454,AR
Chino,California,36.5,50989.0,34610.0,85599,CA
Toms River,New Jersey,43.7,43864.0,43886.0,87750,NJ
Lynn,Massachusetts,34.8,44598.0,47861.0,92459,MA
Lynn,Massachusetts,34.8,44598.0,47861.0,92459,MA
Lawton,Oklahoma,31.1,51099.0,45560.0,96659,OK
Garland,Texas,34.5,116406.0,120430.0,236836,TX
Garland,Texas,34.5,116406.0,120430.0,236836,TX
Layton,Utah,29.5,37748.0,36394.0,74142,UT
Bloomington,Illinois,35.1,37972.0,40323.0,78295,IL
Newton,Massachusetts,42.3,41985.0,46824.0,88809,MA
Clearwater,Florida,47.0,55225.0,57754.0,112979,FL
Clearwater,Florida,47.0,55225.0,57754.0,112979,FL
Clearwater,Florida,47.0,55225.0,57754.0,112979,FL
Kenner,Louisiana,36.9,33993.0,33113.0,67106,LA
Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,NM
Yakima,Washington,34.0,45147.0,48553.0,93700,WA
Des Moines,Iowa,34.5,103726.0,106591.0,210317,IA
Wichita Falls,Texas,34.0,55775.0,48934.0,104709,TX
Huntsville,Alabama,38.1,91764.0,97350.0,189114,AL
Wilmington,North Carolina,35.5,52346.0,63601.0,115947,NC
Cranston,Rhode Island,39.9,38365.0,42712.0,81077,RI
Amarillo,Texas,33.8,99391.0,100260.0,199651,TX
El Paso,Texas,33.1,332797.0,348339.0,681136,TX
Buffalo,New York,33.1,124537.0,133529.0,258066,NY
Livonia,Michigan,47.4,45369.0,49264.0,94633,MI
San Leandro,California,41.8,43032.0,47679.0,90711,CA
Fresno,California,30.0,256130.0,263942.0,520072,CA
Saint George,Utah,37.3,38732.0,41475.0,80207,UT
San Juan,Puerto Rico,41.4,155408.0,186829.0,342237,PR
Redlands,California,36.2,33993.0,37035.0,71028,CA
Chino,California,36.5,50989.0,34610.0,85599,CA
Chino,California,36.5,50989.0,34610.0,85599,CA
Thousand Oaks,California,44.8,65113.0,64216.0,129329,CA
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,NM
Provo,Utah,23.6,56231.0,59027.0,115258,UT
Provo,Utah,23.6,56231.0,59027.0,115258,UT
Newton,Massachusetts,42.3,41985.0,46824.0,88809,MA
Tallahassee,Florida,26.2,89390.0,100504.0,189894,FL
Aurora,Illinois,31.7,101964.0,101751.0,203715,IL
Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,MN
Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,NM
Anaheim,California,33.6,179603.0,171135.0,350738,CA
San Marcos,California,35.4,45246.0,47688.0,92934,CA
Norwalk,California,35.0,53125.0,54020.0,107145,CA
Fort Worth,Texas,32.6,414126.0,422843.0,836969,TX
Fort Worth,Texas,32.6,414126.0,422843.0,836969,TX
Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,MA
Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,FL
Beaumont,Texas,31.6,57326.0,60784.0,118110,TX
Spring Valley,Nevada,37.0,96808.0,97147.0,193955,NV
Spring Valley,Nevada,37.0,96808.0,97147.0,193955,NV
Sioux City,Iowa,34.3,38827.0,43949.0,82776,IA
Alafaya,Florida,33.5,39504.0,45760.0,85264,FL
Washington,District of Columbia,33.8,319705.0,352523.0,672228,DC
Grand Prairie,Texas,33.1,90811.0,96944.0,187755,TX
Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,WI
Miami Beach,Florida,42.5,48090.0,44221.0,92311,FL
North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,NV
Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,AR
Avondale,Arizona,29.1,38712.0,41971.0,80683,AZ
Salinas,California,30.4,77765.0,79621.0,157386,CA
Springfield,Illinois,38.8,55639.0,62170.0,117809,IL
O'Fallon,Missouri,36.0,41762.0,43270.0,85032,MO
High Point,North Carolina,35.5,51751.0,58077.0,109828,NC
Bellingham,Washington,30.7,41286.0,43857.0,85143,WA
Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,WI
Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,MN
Laredo,Texas,28.8,124305.0,131484.0,255789,TX
Escondido,California,33.3,76551.0,74907.0,151458,CA
Rockford,Illinois,36.3,71076.0,78270.0,149346,IL
Memphis,Tennessee,34.1,312237.0,343523.0,655760,TN
Hampton,Virginia,35.5,66214.0,70240.0,136454,VA
Caguas,Puerto Rico,40.4,34743.0,42265.0,77008,PR
Metairie,Louisiana,41.6,69515.0,76943.0,146458,LA
Tracy,California,35.5,43156.0,43937.0,87093,CA
Champaign,Illinois,28.7,43326.0,42760.0,86086,IL
West Palm Beach,Florida,39.6,49262.0,57520.0,106782,FL
Beaverton,Oregon,35.6,47325.0,49252.0,96577,OR
Ogden,Utah,31.3,44323.0,41127.0,85450,UT
Decatur,Illinois,40.4,34646.0,38210.0,72856,IL
Flint,Michigan,35.3,48984.0,49313.0,98297,MI
Flint,Michigan,35.3,48984.0,49313.0,98297,MI
Flint,Michigan,35.3,48984.0,49313.0,98297,MI
Danbury,Connecticut,37.3,43435.0,41227.0,84662,CT
Framingham,Massachusetts,40.3,35442.0,35768.0,71210,MA
Pompano Beach,Florida,42.5,56569.0,51202.0,107771,FL
Nashua,New Hampshire,38.3,42926.0,45049.0,87975,NH
Vancouver,Washington,37.2,82958.0,89895.0,172853,WA
Nashville,Tennessee,34.1,314231.0,340365.0,654596,TN
Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,OK
Seattle,Washington,35.5,345659.0,338784.0,684443,WA
Fargo,North Dakota,30.7,60560.0,58690.0,119250,ND
El Cajon,California,32.7,54450.0,49238.0,103688,CA
Lancaster,California,30.9,80668.0,80445.0,161113,CA
Wilmington,Delaware,36.4,32680.0,39277.0,71957,DE
Wilmington,Delaware,36.4,32680.0,39277.0,71957,DE
Miramar,Florida,36.6,66157.0,70958.0,137115,FL
Riverview,Florida,32.2,44210.0,45536.0,89746,FL
Arlington Heights,Illinois,45.9,37627.0,39369.0,76996,IL
Lorain,Ohio,35.6,30844.0,32807.0,63651,OH
Mesquite,Texas,34.6,69240.0,75884.0,145124,TX
Appleton,Wisconsin,35.6,37217.0,38038.0,75255,WI
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,GA
Nampa,Idaho,31.4,45651.0,44199.0,89850,ID
Omaha,Nebraska,34.2,218789.0,225098.0,443887,NE
Sterling Heights,Michigan,39.6,64985.0,67077.0,132062,MI
Tacoma,Washington,37.7,100914.0,107036.0,207950,WA
Manchester,New Hampshire,37.3,54845.0,55378.0,110223,NH
Overland Park,Kansas,38.2,93355.0,93156.0,186511,KS
Cicero,Illinois,28.5,43153.0,40714.0,83867,IL
Weston,Florida,38.6,32956.0,36991.0,69947,FL
Meridian,Idaho,38.0,43353.0,47400.0,90753,ID
Meridian,Idaho,38.0,43353.0,47400.0,90753,ID
Salt Lake City,Utah,32.1,98364.0,94296.0,192660,UT
Trenton,New Jersey,33.3,42581.0,41650.0,84231,NJ
Temecula,California,34.2,54407.0,57619.0,112026,CA
Saint Charles,Missouri,34.9,32054.0,36747.0,68801,MO
Antioch,California,34.0,54733.0,55809.0,110542,CA
Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,OK
Eugene,Oregon,33.4,79071.0,84377.0,163448,OR
Edinburg,Texas,29.3,39422.0,45079.0,84501,TX
Huntington Beach,California,41.6,99967.0,101960.0,201927,CA
Torrance,California,41.2,73209.0,75259.0,148468,CA
Fargo,North Dakota,30.7,60560.0,58690.0,119250,ND
South Bend,Indiana,32.4,50483.0,53274.0,103757,IN
Bethlehem,Pennsylvania,35.1,35861.0,38506.0,74367,PA
El Cajon,California,32.7,54450.0,49238.0,103688,CA
Lakewood,California,39.9,41523.0,40069.0,81592,CA
Appleton,Wisconsin,35.6,37217.0,38038.0,75255,WI
Birmingham,Alabama,35.6,102122.0,112789.0,214911,AL
Hawthorne,California,33.7,43682.0,44762.0,88444,CA
Boca Raton,Florida,47.3,44760.0,48466.0,93226,FL
Vista,California,29.3,50680.0,50204.0,100884,CA
Brockton,Massachusetts,35.2,46273.0,49041.0,95314,MA
New Rochelle,New York,40.6,38871.0,40967.0,79838,NY
Greensboro,North Carolina,35.5,132251.0,153093.0,285344,NC
Dearborn,Michigan,33.5,46482.0,48698.0,95180,MI
Charleston,South Carolina,35.0,63956.0,71568.0,135524,SC
Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,NJ
Syracuse,New York,30.3,69462.0,74690.0,144152,NY
San Buenaventura,California,37.7,53932.0,55785.0,109717,CA
Redding,California,38.8,42530.0,49049.0,91579,CA
Buffalo,New York,33.1,124537.0,133529.0,258066,NY
Scottsdale,Arizona,46.9,115712.0,121132.0,236844,AZ
Glendale,Arizona,34.4,116795.0,123319.0,240114,AZ
Saint George,Utah,37.3,38732.0,41475.0,80207,UT
Fishers,Indiana,34.5,42161.0,43910.0,86071,IN
Waldorf,Maryland,33.6,35640.0,39872.0,75512,MD
Rio Rancho,New Mexico,38.3,47251.0,46904.0,94155,NM
Las Vegas,Nevada,37.5,310568.0,313201.0,623769,NV
Victoria,Texas,35.8,32290.0,35291.0,67581,TX
Victoria,Texas,35.8,32290.0,35291.0,67581,TX
Anchorage,Alaska,32.2,152945.0,145750.0,298695,AK
San Diego,California,34.5,693826.0,701081.0,1394907,CA
Dayton,Ohio,32.8,66631.0,73966.0,140597,OH
Glendale,California,42.1,98181.0,102844.0,201025,CA
Anaheim,California,33.6,179603.0,171135.0,350738,CA
Des Moines,Iowa,34.5,103726.0,106591.0,210317,IA
Auburn,Washington,37.1,36837.0,39743.0,76580,WA
Peoria,Arizona,36.9,80139.0,91103.0,171242,AZ
Charlotte,North Carolina,34.3,396646.0,430475.0,827121,NC
Gulfport,Mississippi,35.1,33108.0,38764.0,71872,MS
Abilene,Texas,31.3,65212.0,60664.0,125876,TX
Centreville,Virginia,36.0,34749.0,37033.0,71782,VA
Pleasanton,California,41.3,36662.0,42857.0,79519,CA
Atlanta,Georgia,33.8,223960.0,239915.0,463875,GA
Saint Charles,Missouri,34.9,32054.0,36747.0,68801,MO
Westminster,California,42.9,45538.0,46573.0,92111,CA
Waterbury,Connecticut,36.2,52235.0,56572.0,108807,CT
Waterbury,Connecticut,36.2,52235.0,56572.0,108807,CT
Davie,Florida,40.8,48754.0,52140.0,100894,FL
Houston,Texas,32.6,1149686.0,1148942.0,2298628,TX
Concord,California,39.6,62310.0,66358.0,128668,CA
Eagan,Minnesota,36.8,31587.0,34701.0,66288,MN
Duluth,Minnesota,34.7,41271.0,44855.0,86126,MN
Carolina,Puerto Rico,42.0,64758.0,77308.0,142066,PR
Ellicott City,Maryland,42.4,34406.0,36526.0,70932,MD
Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,FL
Greeley,Colorado,31.0,50792.0,50091.0,100883,CO
Ames,Iowa,23.0,33814.0,31238.0,65052,IA
West Jordan,Utah,30.8,57898.0,54044.0,111942,UT
Chico,California,29.9,46168.0,44168.0,90336,CA
Sioux City,Iowa,34.3,38827.0,43949.0,82776,IA
Sioux City,Iowa,34.3,38827.0,43949.0,82776,IA
Washington,District of Columbia,33.8,319705.0,352523.0,672228,DC
Chino Hills,California,41.9,39639.0,38674.0,78313,CA
New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,MA
Avondale,Arizona,29.1,38712.0,41971.0,80683,AZ
San Bernardino,California,28.5,108671.0,107466.0,216137,CA
Longmont,Colorado,36.8,43941.0,48280.0,92221,CO
Lincoln,Nebraska,32.3,138544.0,138802.0,277346,NE
Pasco,Washington,28.6,35298.0,32799.0,68097,WA
Cincinnati,Ohio,32.7,143654.0,154883.0,298537,OH
New Braunfels,Texas,37.0,33071.0,36852.0,69923,TX
Escondido,California,33.3,76551.0,74907.0,151458,CA
Union City,New Jersey,35.4,35376.0,33773.0,69149,NJ
Fontana,California,29.5,100644.0,106828.0,207472,CA
Milwaukee,Wisconsin,31.6,286315.0,313839.0,600154,WI
Racine,Wisconsin,33.7,39314.0,38423.0,77737,WI
Santa Maria,California,30.1,53320.0,51762.0,105082,CA
Sparks,Nevada,36.1,47780.0,48318.0,96098,NV
Marysville,Washington,33.2,33436.0,33337.0,66773,WA
Inglewood,California,34.9,52995.0,58661.0,111656,CA
Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,IA
German,Maryland,34.9,41115.0,43007.0,84122,MD
Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,CO
Quincy,Massachusetts,41.0,44129.0,49500.0,93629,MA
Spring Valley,Nevada,37.0,96808.0,97147.0,193955,NV
Tustin,California,33.4,39511.0,41052.0,80563,CA
Tustin,California,33.4,39511.0,41052.0,80563,CA
Sioux City,Iowa,34.3,38827.0,43949.0,82776,IA
Kent,Washington,33.4,61825.0,65137.0,126962,WA
New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,MA
Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,HI
Richmond,California,35.3,52615.0,57100.0,109715,CA
Deltona,Florida,39.9,44853.0,43621.0,88474,FL
Kissimmee,Florida,36.7,33283.0,35869.0,69152,FL
Springfield,Massachusetts,31.8,74744.0,79592.0,154336,MA
Springfield,Massachusetts,31.8,74744.0,79592.0,154336,MA
Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,AR
San Bernardino,California,28.5,108671.0,107466.0,216137,CA
San Mateo,California,39.3,50966.0,52558.0,103524,CA
Fall River,Massachusetts,39.3,43314.0,45456.0,88770,MA
Bellingham,Washington,30.7,41286.0,43857.0,85143,WA
Carmichael,California,41.0,29281.0,33934.0,63215,CA
Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,PA
Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,MN
Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,PA
Union City,New Jersey,35.4,35376.0,33773.0,69149,NJ
Fontana,California,29.5,100644.0,106828.0,207472,CA
Lauderhill,Florida,35.7,32813.0,38761.0,71574,FL
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,IL
Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,IL
Worcester,Massachusetts,34.9,90951.0,93855.0,184806,MA
Providence,Rhode Island,29.9,89090.0,90114.0,179204,RI
Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,AR
Santa Rosa,California,37.9,86840.0,88149.0,174989,CA
Union City,California,38.5,38599.0,35911.0,74510,CA
Lakeland,Florida,38.1,47840.0,56570.0,104410,FL
Lakeland,Florida,38.1,47840.0,56570.0,104410,FL
Boulder,Colorado,29.0,56342.0,51000.0,107342,CO
Richmond,Virginia,33.6,104793.0,115496.0,220289,VA
Marysville,Washington,33.2,33436.0,33337.0,66773,WA
Beaverton,Oregon,35.6,47325.0,49252.0,96577,OR
Bayonne,New Jersey,39.7,32705.0,33598.0,66303,NJ
Lakewood,Colorado,37.7,76013.0,76576.0,152589,CO
Santa Barbara,California,37.8,45068.0,46784.0,91852,CA
Yuba City,California,34.5,33654.0,33290.0,66944,CA
Palo Alto,California,40.2,31451.0,35397.0,66848,CA
Pueblo,Colorado,37.6,55635.0,53784.0,109419,CO
The Villages,Florida,70.5,,,72590,FL
Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,IN
Santa Ana,California,30.8,167503.0,167920.0,335423,CA
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,ND
Phoenix,Arizona,33.8,786833.0,776168.0,1563001,AZ
Daly City,California,39.7,53817.0,52757.0,106574,CA
South San Francisco,California,39.4,34177.0,33094.0,67271,CA
Vacaville,California,35.8,50091.0,46703.0,96794,CA
Bloomington,Indiana,23.5,40588.0,43227.0,83815,IN
Independence,Missouri,38.6,54348.0,62907.0,117255,MO
Independence,Missouri,38.6,54348.0,62907.0,117255,MO
Kennewick,Washington,32.0,38492.0,40411.0,78903,WA
Flagstaff,Arizona,23.9,33224.0,37093.0,70317,AZ
Antioch,California,34.0,54733.0,55809.0,110542,CA
Brandon,Florida,36.1,55679.0,58289.0,113968,FL
Kansas City,Kansas,33.4,74606.0,76655.0,151261,KS
Waukegan,Illinois,32.3,45514.0,42833.0,88347,IL
Eugene,Oregon,33.4,79071.0,84377.0,163448,OR
Eugene,Oregon,33.4,79071.0,84377.0,163448,OR
Fort Collins,Colorado,29.6,80893.0,80288.0,161181,CO
Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,NC
Mesquite,Texas,34.6,69240.0,75884.0,145124,TX
Hawthorne,California,33.7,43682.0,44762.0,88444,CA
Boca Raton,Florida,47.3,44760.0,48466.0,93226,FL
Cary,North Carolina,39.9,78932.0,81582.0,160514,NC
Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,MO
Melbourne,Florida,43.4,39180.0,40956.0,80136,FL
Palm Bay,Florida,40.7,51767.0,56128.0,107895,FL
Plantation,Florida,40.6,42881.0,49674.0,92555,FL
Overland Park,Kansas,38.2,93355.0,93156.0,186511,KS
Olathe,Kansas,33.0,65046.0,69270.0,134316,KS
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,SD
Portsmouth,Virginia,33.6,45900.0,50301.0,96201,VA
Kansas City,Missouri,35.9,228430.0,246931.0,475361,MO
North Little Rock,Arkansas,33.6,31671.0,34835.0,66506,AR
Jackson,Tennessee,35.3,30007.0,36973.0,66980,TN
Bryan,Texas,29.4,41761.0,40345.0,82106,TX
Lynchburg,Virginia,28.7,38614.0,41198.0,79812,VA
Spokane,Washington,36.6,102756.0,110511.0,213267,WA
Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,CO
Wichita Falls,Texas,34.0,55775.0,48934.0,104709,TX
McKinney,Texas,35.6,77339.0,85548.0,162887,TX
Huntsville,Alabama,38.1,91764.0,97350.0,189114,AL
Lynwood,California,29.4,35634.0,36371.0,72005,CA
Cranston,Rhode Island,39.9,38365.0,42712.0,81077,RI
Amarillo,Texas,33.8,99391.0,100260.0,199651,TX
Lexington-Fayette  county,Kentucky,34.4,154032.0,160456.0,314488,KY
Henderson,Nevada,42.5,139412.0,146246.0,285658,NV
Henderson,Nevada,42.5,139412.0,146246.0,285658,NV
Norfolk,Virginia,30.2,128917.0,117476.0,246393,VA
Richardson,Texas,35.5,54676.0,56151.0,110827,TX
Arvada,Colorado,41.0,54870.0,60165.0,115035,CO
Hollywood,Florida,41.4,75358.0,74363.0,149721,FL
Chesapeake,Virginia,36.7,114964.0,120465.0,235429,VA
Columbus,Ohio,32.5,413981.0,435086.0,849067,OH
Saint George,Utah,37.3,38732.0,41475.0,80207,UT
Turlock,California,36.2,33190.0,39103.0,72293,CA
Spring Hill,Florida,45.1,48295.0,54902.0,103197,FL
Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,WI
Syracuse,New York,30.3,69462.0,74690.0,144152,NY
Kendall,Florida,40.2,36658.0,39808.0,76466,FL
Redondo Beach,California,43.0,34855.0,33330.0,68185,CA
Redding,California,38.8,42530.0,49049.0,91579,CA
Redding,California,38.8,42530.0,49049.0,91579,CA
Walnut Creek,California,47.6,31994.0,36912.0,68906,CA
Mission,Texas,32.9,40530.0,42777.0,83307,TX
Livonia,Michigan,47.4,45369.0,49264.0,94633,MI
McAllen,Texas,32.3,68332.0,71921.0,140253,TX
Cheektowaga,New York,40.7,37476.0,38599.0,76075,NY
Oceanside,California,39.4,87482.0,88232.0,175714,CA
Orlando,Florida,33.1,130940.0,139977.0,270917,FL
Parma,Ohio,40.8,38425.0,41518.0,79943,OH
Harlingen,Texas,30.1,32404.0,33365.0,65769,TX
Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,FL
Alhambra,California,41.0,42184.0,43388.0,85572,CA
Lynn,Massachusetts,34.8,44598.0,47861.0,92459,MA
Brentwood,New York,34.2,31395.0,32397.0,63792,NY
Riverside,California,31.4,160613.0,161810.0,322423,CA
Menifee,California,37.1,42866.0,44297.0,87163,CA
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,MI
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,MI
Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,NM
Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,NM
Yakima,Washington,34.0,45147.0,48553.0,93700,WA
Carson,California,40.4,43790.0,49506.0,93296,CA
Carson,California,40.4,43790.0,49506.0,93296,CA
Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,MI
Des Moines,Iowa,34.5,103726.0,106591.0,210317,IA
Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,FL
Greeley,Colorado,31.0,50792.0,50091.0,100883,CO
Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,MI
Missouri City,Texas,37.2,34932.0,36846.0,71778,TX
Orange,California,35.0,67337.0,73658.0,140995,CA
Quincy,Massachusetts,41.0,44129.0,49500.0,93629,MA
Everett,Washington,37.0,56212.0,51800.0,108012,WA
Citrus Heights,California,37.8,41982.0,45071.0,87053,CA
Gainesville,Florida,26.0,60803.0,69330.0,130133,FL
San Mateo,California,39.3,50966.0,52558.0,103524,CA
Milpitas,California,36.8,40098.0,37519.0,77617,CA
Fontana,California,29.5,100644.0,106828.0,207472,CA
Rockford,Illinois,36.3,71076.0,78270.0,149346,IL
Tampa,Florida,35.3,175517.0,193511.0,369028,FL
Santa Monica,California,40.6,46732.0,46487.0,93219,CA
Boulder,Colorado,29.0,56342.0,51000.0,107342,CO
Champaign,Illinois,28.7,43326.0,42760.0,86086,IL
Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,WI
Inglewood,California,34.9,52995.0,58661.0,111656,CA
Enterprise,Nevada,34.1,69146.0,66328.0,135474,NV
Enterprise,Nevada,34.1,69146.0,66328.0,135474,NV
Decatur,Illinois,40.4,34646.0,38210.0,72856,IL
Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,IA
German,Maryland,34.9,41115.0,43007.0,84122,MD
Shawnee,Kansas,40.1,32313.0,32745.0,65058,KS
Shawnee,Kansas,40.1,32313.0,32745.0,65058,KS
Palo Alto,California,40.2,31451.0,35397.0,66848,CA
Pueblo,Colorado,37.6,55635.0,53784.0,109419,CO
The Villages,Florida,70.5,,,72590,FL
Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,IN
Framingham,Massachusetts,40.3,35442.0,35768.0,71210,MA
Framingham,Massachusetts,40.3,35442.0,35768.0,71210,MA
North Charleston,South Carolina,30.7,56549.0,55315.0,111864,SC
Nashua,New Hampshire,38.3,42926.0,45049.0,87975,NH
North Little Rock,Arkansas,33.6,31671.0,34835.0,66506,AR
Jurupa Valley,California,33.8,49430.0,50884.0,100314,CA
Boynton Beach,Florida,45.8,33701.0,40271.0,73972,FL
Temple,Texas,33.6,33512.0,38785.0,72297,TX
